Address,City,State,ZIP,Desc,Detail,Price Num,Num Photos Text,Num Photos,Photo URL,Pg Number
1234 E Cork St,Kalamazoo,MI,49001,Foreclosed,"Foreclosure Est. $104K · 5 bds · 2 ba · 1,347 sqft; 68 days on Zillow·1234 E Cork St, Kalamazoo, MI",104,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.259000,-85.566000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Orchard Ave,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $117K · -- bds · -- ba · -- sqft; 410 days on Zillow·Sign in for details,117,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.313000,-85.604000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Homecrest Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $121K · -- bds · -- ba · -- sqft; 389 days on Zillow·Sign in for details,121,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.265000,-85.569000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
1317 Trails End St,Kalamazoo,MI,49001,Foreclosed,"Foreclosure Est. $81K · -- bds · -- ba · -- sqft; 46 days on Zillow·1317 Trails End St, Kalamazoo, MI",81,5 photos,5,https://photos.zillowstatic.com/p_e/ISmedypfra6l190000000000.jpg,8
Glendale Blvd,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 81 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.327000,-85.560000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Nichols Rd,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 53 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.304000,-85.628000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
James St,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 249 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.281000,-85.565000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Shasta Dr,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 256 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.316000,-85.563000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Miller Rd,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 88 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.267000,-85.532000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Garfield Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $78K · -- bds · -- ba · -- sqft; 340 days on Zillow·Sign in for details,78,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.256000,-85.586000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",8
Waverly St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 718 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.618000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Palmer Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 613 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.270000,-85.569000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Schuster Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $44K · -- bds · -- ba · -- sqft; 480 days on Zillow·Sign in for details,44,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.276000,-85.554000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
4224 Oakland Dr,Kalamazoo,MI,49008,Foreclosed,"Foreclosure Est. $156K · 2 bds · 1 ba · -- sqft; 151 days on Zillow·4224 Oakland Dr, Kalamazoo, MI",156,4 photos,4,https://photos.zillowstatic.com/p_e/IS233j3ham4dk41000000000.jpg,9
2222 Glendale Blvd,Kalamazoo,MI,49004,Foreclosed,"Foreclosure Est. $106K · -- bds · -- ba · -- sqft; 139 days on Zillow·2222 Glendale Blvd, Kalamazoo, MI",106,5 photos,5,https://photos.zillowstatic.com/p_e/IS2zrz93jfoz8f1000000000.jpg,9
S 12th St,Kalamazoo,MI,49009,Pre-Foreclosure (Auction),Foreclosure Est. $188K · -- bds · -- ba · -- sqft; 172 days on Zillow·Sign in for details,188,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.247000,-85.648000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Princeton Ave,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $46K · -- bds · -- ba · -- sqft; 494 days on Zillow·Sign in for details,46,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.302000,-85.589000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
1629 Alamo Ave,KALAMAZOO,MI,49006,Lot/Land For Sale,"$19,400-- bds · -- ba · -- sqft; 46 days on Zillow·1629 Alamo Ave, Kalamazoo, MI; ERA Reardon Realty",19400,3 photos,3,https://photos.zillowstatic.com/p_e/ISyfm7kzp4c0vk1000000000.jpg,9
N Rose St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 326 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.306000,-85.585000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Krom St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $59K · -- bds · -- ba · -- sqft; 347 days on Zillow·Sign in for details,59,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.307000,-85.582000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Paddington Rd,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $128K · -- bds · -- ba · -- sqft; 466 days on Zillow·Sign in for details,128,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.252000,-85.555000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Sprague Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $126K · -- bds · -- ba · -- sqft; 438 days on Zillow·Sign in for details,126,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.288000,-85.605000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Mead St,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $64K · -- bds · -- ba · -- sqft; 375 days on Zillow·Sign in for details,64,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.331000,-85.542000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
2203 Chaparral St,Kalamazoo,MI,49006,Foreclosed,"Foreclosure Est. $109K · -- bds · -- ba · -- sqft; 130 days on Zillow·2203 Chaparral St, Kalamazoo, MI",109,1 photo,1,https://photos.zillowstatic.com/p_e/ISxbfnsdqxdl8r0000000000.jpg,9
Chaparral St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 130 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.316000,-85.642000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
3303 Market St,Kalamazoo,MI,49048,Foreclosed,"Foreclosure Est. $49K · -- bds · -- ba · -- sqft; 102 days on Zillow·3303 Market St, Kalamazoo, MI",49,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.278000,-85.539000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Summit Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 228 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.602000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Delray St,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $123K · -- bds · -- ba · -- sqft; 291 days on Zillow·Sign in for details,123,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.317000,-85.567000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Stone Mill Rd,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 109 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.309000,-85.639000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Southworth Ter,Kalamazoo,MI,49048,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 221 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.301000,-85.560000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Cimarron Dr,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $49K · -- bds · -- ba · -- sqft; 389 days on Zillow·Sign in for details,49,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.315000,-85.564000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
129 S Drake Rd,Kalamazoo,MI,49009,Foreclosed,"Foreclosure Est. $134K · -- bds · -- ba · -- sqft; 151 days on Zillow·129 S Drake Rd, Kalamazoo, MI",134,5 photos,5,https://photos.zillowstatic.com/p_e/IS6q710cv6fsjv0000000000.jpg,9
Seminole St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 263 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.306000,-85.637000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Miles Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 256 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.254000,-85.561000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
E Main St,Kalamazoo,MI,49048,Pre-Foreclosure (Auction),Foreclosure Est. $46K · -- bds · -- ba · -- sqft; 641 days on Zillow·Sign in for details,46,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.300000,-85.556000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Albany St,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 193 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.259000,-85.585000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",9
Harvey Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 256 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.308000,-85.623000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Lynn Ave,Kalamazoo,MI,49008,Pre-Foreclosure (Auction),Foreclosure Est. $92K · -- bds · -- ba · -- sqft; 256 days on Zillow·Sign in for details,92,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.256000,-85.594000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
W North St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 200 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.297000,-85.603000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
1334 Highland Hills Dr LOT 83,Kalamazoo,MI,49007,Home For Sale,"$35,8323 bds · 2 ba · 924 sqft; 120 days on Zillow·1334 Highland Hills Dr LOT 83, Kalamazoo, MI",358323,8 photos,8,https://photos.zillowstatic.com/p_e/ISa5yuloatofo11000000000.jpg,10
Grand Prairie Rd,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $37K · -- bds · -- ba · -- sqft; 312 days on Zillow·Sign in for details,37,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.310000,-85.630000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Meadowcroft Ln,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $146K · -- bds · -- ba · -- sqft; 46 days on Zillow·Sign in for details,146,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.327000,-85.626000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Grace Rd,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $120K · -- bds · -- ba · -- sqft; 53 days on Zillow·Sign in for details,120,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.624000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Manor St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $106K · -- bds · -- ba · -- sqft; 438 days on Zillow·Sign in for details,106,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.304000,-85.625000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Golfview Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $102K · -- bds · -- ba · -- sqft; 683 days on Zillow·Sign in for details,102,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.250000,-85.555000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Huron Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 704 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.305000,-85.633000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Applelane Ave,Kalamazoo,MI,49008,Pre-Foreclosure (Auction),Foreclosure Est. $166K · -- bds · -- ba · -- sqft; 382 days on Zillow·Sign in for details,166,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.264000,-85.620000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
1355 Oakridge Ln,Kalamazoo,MI,49004,Foreclosed,"Foreclosure Est. $89K · -- bds · -- ba · -- sqft; 2051 days on Zillow·1355 Oakridge Ln, Kalamazoo, MI",89,1 photo,1,https://photos.zillowstatic.com/p_e/IS-jwl7qmnj4ti5.jpg,10
Glendale Blvd,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 613 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.326000,-85.547000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
4289 Winding Way,Kalamazoo,MI,49004,Lot/Land For Sale,"$18,9000.76 ac lot; 138 days on Zillow·4289 Winding Way, Kalamazoo, MI; O'Brien Real Estate",189000.76,3 photos,3,https://photos.zillowstatic.com/p_e/ISmqufsari1rhe0000000000.jpg,10
2515 Corlot St,KALAMAZOO,MI,49004,Lot/Land For Sale,"$13,9000.46 ac lot; 132 days on Zillow·2515 Corlot St, Kalamazoo, MI; CENTURY 21 C. Howard",139000.46,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.330000,-85.549000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
1228 Royce Ave,Kalamazoo,MI,49001,House For Sale,"$159,9003 bds · 2 ba · 1,514 sqft; 74 days on Zillow·1228 Royce Ave, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",1599003,18 photos,18,https://photos.zillowstatic.com/p_e/ISi3qh7qlqsi371000000000.jpg,10
3644 Swift Dr,Kalamazoo,MI,49008,House For Sale,"$41,9002 bds · 2 ba · 1,056 sqft; 67 days on Zillow·3644 Swift Dr, Kalamazoo, MI",419002,7 photos,7,https://photos.zillowstatic.com/p_e/IS62x84gegmxqs1000000000.jpg,10
Treehaven Dr,Kalamazoo,MI,49008,Pre-Foreclosure (Auction),Foreclosure Est. $146K · -- bds · -- ba · -- sqft; 452 days on Zillow·Sign in for details,146,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.268000,-85.624000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Madison St,Kalamazoo,MI,49008,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 298 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.255000,-85.623000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Denner St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $65K · -- bds · -- ba · -- sqft; 732 days on Zillow·Sign in for details,65,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.296000,-85.604000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Clover St,Kalamazoo,MI,49008,Pre-Foreclosure (Auction),Foreclosure Est. $85K · -- bds · -- ba · -- sqft; 347 days on Zillow·Sign in for details,85,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.255000,-85.597000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
3074 Brookmont Dr,Kalamazoo,MI,49004,Foreclosed,"Foreclosure Est. $85K · 1 bd · 2 ba · 1,632 sqft; 1544 days on Zillow·3074 Brookmont Dr, Kalamazoo, MI",85,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.322000,-85.550000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Parchmount Ave,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $105K · -- bds · -- ba · -- sqft; 340 days on Zillow·Sign in for details,105,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.328000,-85.547000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
Hillsdale Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $130K · -- bds · -- ba · -- sqft; 326 days on Zillow·Sign in for details,130,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.300000,-85.613000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
1121 Forbes St,Kalamazoo,MI,49006,House For Sale,"$64,9004 bds · 2 ba · 1,564 sqft; $5,000 (Mar 15)·1121 Forbes St, Kalamazoo, MI",649004; 5000,2 photos,2,https://photos.zillowstatic.com/p_e/ISp5dj407jnt730000000000.jpg,10
Weaver Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $105K · -- bds · -- ba · -- sqft; 459 days on Zillow·Sign in for details,105,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.282000,-85.628000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",10
W South St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $135K · -- bds · -- ba · -- sqft; 620 days on Zillow·Sign in for details,135,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.290000,-85.607000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Barney Rd,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $108K · -- bds · -- ba · -- sqft; 403 days on Zillow·Sign in for details,108,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.318000,-85.605000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
2921 Bard Ave,Kalamazoo,MI,49004,Foreclosed,"Foreclosure Est. $94K · -- bds · -- ba · -- sqft; 5213 days on Zillow·2921 Bard Ave, Kalamazoo, MI",94,1 photo,1,https://photos.zillowstatic.com/p_e/IS-1e63q322uqn31.jpg,11
Slater Dr,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $87K · -- bds · -- ba · -- sqft; 256 days on Zillow·Sign in for details,87,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.319000,-85.554000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Edison St,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $77K · -- bds · -- ba · -- sqft; 340 days on Zillow·Sign in for details,77,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.331000,-85.595000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Middlebury Dr,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $132K · -- bds · -- ba · -- sqft; 298 days on Zillow·Sign in for details,132,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.280000,-85.633000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Cumberland St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $115K · -- bds · -- ba · -- sqft; 697 days on Zillow·Sign in for details,115,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.315000,-85.643000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Fletcher Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $105K · -- bds · -- ba · -- sqft; 592 days on Zillow·Sign in for details,105,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.298000,-85.620000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
3247 Edling Dr,Kalamazoo,MI,49004,Foreclosed,"Foreclosure Est. $151K · -- bds · -- ba · -- sqft; 2899 days on Zillow·3247 Edling Dr, Kalamazoo, MI",151,1 photo,1,https://photos.zillowstatic.com/p_e/IS-1e39tsvg8jcd9.jpg,11
232 W Cork St,Kalamazoo,MI,49001,Auction,"$28K3 bds · 1 ba · -- sqft; 31 days on Zillow·232 W Cork St, Kalamazoo, MI",28,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.260000,-85.585000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
