Address,City,State,ZIP,Desc,Detail,Price Num,Num Photos Text,Num Photos,Photo URL,Pg Number
302 Solon St,Kalamazoo,MI,49006,House For Sale,"$145,0003 bds · 1 ba · 1,204 sqft; 222 days on Zillow·302 Solon St, Kalamazoo, MI",1450003,,,https://photos.zillowstatic.com/p_e/ISme9bl9sllc510000000000.jpg,1
2529 Chaparral St,Kalamazoo,MI,49006,House For Sale,"$149,9004 bds · 2 ba · 1,755 sqft; 2 days on Zillow·2529 Chaparral St, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",1499004,33 photos,33,https://photos.zillowstatic.com/p_e/ISu86zzohacdvo0000000000.jpg,1
838 Staples Ave,Kalamazoo,MI,49007,Auction,"3 bds · 1 ba · -- sqft; 1 day on Zillow·838 Staples Ave, Kalamazoo, MI",,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.597000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",1
Staples Ave,Kalamazoo,MI,49007,Foreclosure,"-- bds · -- ba · -- sqft; 459 days on Zillow·Staples Ave, Kalamazoo, MI",,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.597000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",1
1229 Richland Ave,Kalamazoo,MI,49006,House For Sale,"$124,9003 bds · 1 ba · 920 sqft; Open: Thu. 12-2pm·1229 Richland Ave, Kalamazoo, MI; RE/MAX Advantage",1249003,13 photos,13,https://photos.zillowstatic.com/p_e/ISm2oyn2lv29500000000000.jpg,1
317 Whitcomb St,Kalamazoo,MI,49001,House For Sale,"$119,9003 bds · 1 ba · 1,291 sqft; 1 day on Zillow·317 Whitcomb St, Kalamazoo, MI",1199003,16 photos,16,https://photos.zillowstatic.com/p_e/ISqhi3pxepyf7u1000000000.jpg,1
3617 Grace Rd,Kalamazoo,MI,49006,House For Sale,"$148,3294 bds · 2 ba · 1,940 sqft; 1 day on Zillow·3617 Grace Rd, Kalamazoo, MI; Jaqua REALTORS",1483294,18 photos,18,https://photos.zillowstatic.com/p_e/IS66gqdzpuj7ob0000000000.jpg,1
4003 Nichols Rd,Kalamazoo,MI,49004,House For Sale,"$160,0003 bds · 1 ba · 1,816 sqft; 3 days on Zillow·4003 Nichols Rd, Kalamazoo, MI; Jaqua REALTORS",1600003,15 photos,15,https://photos.zillowstatic.com/p_e/ISa526524uui6c1000000000.jpg,1
2975 Carsten Ave,Kalamazoo,MI,49004,House For Sale,"$144,9003 bds · 2 ba · 1,554 sqft; 2 days on Zillow·2975 Carsten Ave, Kalamazoo, MI",1449003,19 photos,19,https://photos.zillowstatic.com/p_e/ISqpgju5l1hyll1000000000.jpg,1
1608 Reed Ave,Kalamazoo,MI,49001,House For Sale,"$44,9003 bds · 1 ba · 816 sqft; 1 day on Zillow·1608 Reed Ave, Kalamazoo, MI; CENTURY 21 C. Howard",449003,12 photos,12,https://photos.zillowstatic.com/p_e/ISukjxskf3x0280000000000.jpg,1
3647 Kenbrooke Ct,Kalamazoo,MI,49006,House For Sale,"$54,9002 bds · 2 ba · 894 sqft; 1 day on Zillow·3647 Kenbrooke Ct, Kalamazoo, MI",549002,34 photos,34,https://photos.zillowstatic.com/p_e/ISmy0epiwprz0a0000000000.jpg,1
229 Woodward Ave,Kalamazoo,MI,49007,Apartment For Sale,"$254,9003 bds · -- ba · 1,567 sqft; 1 day on Zillow·229 Woodward Ave, Kalamazoo, MI",2549003,52 photos,52,https://photos.zillowstatic.com/p_e/ISu0wxxjrd0eou0000000000.jpg,1
Sagebrush St # W329CD,Kalamazoo,MI,49006,New Construction,"$261,900+4 bds · 3 ba · 3,080+ sqft; Allen Edwin Homes·Traditions 3000 Plan, Prairieview Farms",261900,7 photos,7,https://photos.zillowstatic.com/p_e/IS2b95vgoq7jh21000000000.jpg,1
Sagebrush St # M57RBI,Kalamazoo,MI,49006,New Construction,"$186,900+3 bds · 2 ba · 2,174+ sqft; Allen Edwin Homes·Classics 2100 Plan, Prairieview Farms",186900,4 photos,4,https://photos.zillowstatic.com/p_e/ISinx4urhj5s981000000000.jpg,1
Sagebrush St # LZIT4T,Kalamazoo,MI,49006,New Construction,"$281,900+4 bds · 3 ba · 2,798+ sqft; Allen Edwin Homes·Traditions 2900 Plan, Prairieview Farms",281900,5 photos,5,https://photos.zillowstatic.com/p_e/ISibs450vsut221000000000.jpg,1
Sagebrush St # WIGI10,Kalamazoo,MI,49006,New Construction,"$219,900+3 bds · 3 ba · 2,340+ sqft; Allen Edwin Homes·Traditions 2300 Plan, Prairieview Farms",219900,8 photos,8,https://photos.zillowstatic.com/p_e/IS2n20gok9x44p0000000000.jpg,1
1750 Rock Valley Dr,Kalamazoo,MI,49006,House For Sale,"$205,0003 bds · 3 ba · 2,592 sqft; 1 day on Zillow·1750 Rock Valley Dr, Kalamazoo, MI; Jaqua REALTORS",2050003,37 photos,37,https://photos.zillowstatic.com/p_e/ISmq22jojo8l6m1000000000.jpg,1
4227 Mount Olivet Rd,Kalamazoo,MI,49004,House For Sale,"$104,9003 bds · 1 ba · 1,716 sqft; 1 day on Zillow·4227 Mount Olivet Rd, Kalamazoo, MI; Berkshire Hathaway HomeServices Michigan Real Estate",1049003,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.332000,-85.546000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",1
1613 W North St,Kalamazoo,MI,49006,House For Sale,"$65,0003 bds · 1 ba · 1,257 sqft; 1 day on Zillow·1613 W North St, Kalamazoo, MI; Berkshire Hathaway HomeServices Michigan Real Estate",650003,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.297000,-85.608000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",1
528 W Dutton St,Kalamazoo,MI,49007,House For Sale,"$94,9003 bds · 3 ba · 1,545 sqft; 1 day on Zillow·528 W Dutton St, Kalamazoo, MI; Berkshire Hathaway HomeServices Michigan Real Estate",949003,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.285000,-85.590000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",1
913 Duckett Dr,KALAMAZOO,MI,49001,Condo For Sale,"$142,5003 bds · 2 ba · 2,422 sqft; 1 day on Zillow·913 Duckett Dr, Kalamazoo, MI; O'Brien Real Estate",1425003,43 photos,43,https://photos.zillowstatic.com/p_e/ISyzdun9e7esj51000000000.jpg,1
928 Linton St,Kalamazoo,MI,49001,House For Sale,"$18,9004 bds · 2 ba · 1,662 sqft; $6,000 (Apr 9)·928 Linton St, Kalamazoo, MI",189004; 6000,5 photos,5,https://photos.zillowstatic.com/p_e/ISewt8wlevpers0000000000.jpg,1
1424 Charles Ave,Kalamazoo,MI,49048,House For Sale,"$13,9004 bds · 2 ba · 1,578 sqft; $4,000 (Apr 9)·1424 Charles Ave, Kalamazoo, MI",139004; 4000,11 photos,11,https://photos.zillowstatic.com/p_e/ISa1jkcptqksrs0000000000.jpg,1
910 Westmoreland Ave,Kalamazoo,MI,49006,House For Sale,"$128,9003 bds · 2 ba · 1,828 sqft; 4 days on Zillow·910 Westmoreland Ave, Kalamazoo, MI; RE/MAX Advantage",1289003,15 photos,15,https://photos.zillowstatic.com/p_e/ISq9g0vvlgvpw20000000000.jpg,1
1405 Forbes St,Kalamazoo,MI,49006,House For Sale,"$37,9004 bds · 2 ba · 844 sqft; 7 days on Zillow·1405 Forbes St, Kalamazoo, MI",379004,21 photos,21,https://photos.zillowstatic.com/p_e/ISusduk20sxrkp0000000000.jpg,1
Forbes St,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $49K · -- bds · -- ba · -- sqft; 452 days on Zillow·Sign in for details,49,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.296000,-85.604000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",1
1307 Coolidge Ave,Kalamazoo,MI,49006,House For Sale,"$159,2504 bds · 2 ba · 1,560 sqft; 3 days on Zillow·1307 Coolidge Ave, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",1592504,29 photos,29,https://photos.zillowstatic.com/p_e/ISa5yyk671ngaf1000000000.jpg,2
1222 Reycraft Dr,Kalamazoo,MI,49001,House For Sale,"$130,0004 bds · 2 ba · 1,232 sqft; 3 days on Zillow·1222 Reycraft Dr, Kalamazoo, MI",1300004,1 photo,1,https://photos.zillowstatic.com/p_e/ISa5yi08ah8tdt0000000000.jpg,2
2149 Luella St,Kalamazoo,MI,49001,House For Sale,"$49,9004 bds · 1 ba · 1,212 sqft; 5 days on Zillow·2149 Luella St, Kalamazoo, MI",499004,21 photos,21,https://photos.zillowstatic.com/p_e/ISal6kjjs7z78u0000000000.jpg,2
212 E Belmont St,Kalamazoo,MI,49001,Apartment For Sale,"$39,900Studio · -- ba · -- sqft; $10,000 (Apr 10)·212 E Belmont St, Kalamazoo, MI",39900; 10000,6 photos,6,https://photos.zillowstatic.com/p_e/IS62d5km0c6aaw0000000000.jpg,2
1203 Homecrest Ave,Kalamazoo,MI,49001,Auction,"$124K3 bds · -- ba · 1,817 sqft; 3 days on Zillow·1203 Homecrest Ave, Kalamazoo, MI",124,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.265000,-85.565000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",2
1407 N Edwards St,Kalamazoo,MI,49007,Apartment For Sale,"$29,900Studio · -- ba · 1,000 sqft; $10,000 (Apr 9)·1407 N Edwards St, Kalamazoo, MI",29900; 10000,4 photos,4,https://photos.zillowstatic.com/p_e/ISqhmesyjin0ks0000000000.jpg,2
708 Piccadilly Rd,Kalamazoo,MI,49006,For Sale by Owner,"$175,0004 bds · 2 ba · 2,100 sqft; 7 days on Zillow·708 Piccadilly Rd, Kalamazoo, MI",1750004,14 photos,14,https://photos.zillowstatic.com/p_e/ISynkffibbergz0000000000.jpg,2
1310 Lake St,Kalamazoo,MI,49001,House For Sale,"$67,9002 bds · 2 ba · 1,150 sqft; 4 days on Zillow·1310 Lake St, Kalamazoo, MI; RE/MAX Advantage",679002,24 photos,24,https://photos.zillowstatic.com/p_e/ISuctbofmq7df10000000000.jpg,2
4118 Taft St,Kalamazoo,MI,49004,House For Sale,"$74,9002 bds · 1 ba · 832 sqft; 3 days on Zillow·4118 Taft St, Kalamazoo, MI",749002,8 photos,8,https://photos.zillowstatic.com/p_e/IS23jrc680osi50000000000.jpg,2
917 Sheridan Dr,Kalamazoo,MI,49001,House For Sale,"$90,0002 bds · 1 ba · 807 sqft; 4 days on Zillow·917 Sheridan Dr, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",900002,27 photos,27,https://photos.zillowstatic.com/p_e/IS6uudgorm8j3s1000000000.jpg,2
128 Ravinia St,Kalamazoo,MI,49001,House For Sale,"$130,0004 bds · 2 ba · 1,272 sqft; $10,000 (Apr 10)·128 Ravinia St, Kalamazoo, MI; Five Star Real Estate",1300004; 10000,32 photos,32,https://photos.zillowstatic.com/p_e/ISe4gbrr1k0sfx0000000000.jpg,2
3372 Dunns Rdg # 59,Kalamazoo,MI,49006,Condo For Sale,"$439,9003 bds · 4 ba · 3,062 sqft; 4 days on Zillow·3372 Dunns Rdg # 59, Kalamazoo, MI; American Village Builders LLC",4399003,16 photos,16,https://photos.zillowstatic.com/p_e/ISecyy3al27qgg1000000000.jpg,2
1123 Bronson Cir,Kalamazoo,MI,49008,House For Sale,"$250,0004 bds · 4 ba · 2,965 sqft; 8 days on Zillow·1123 Bronson Cir, Kalamazoo, MI",2500004,30 photos,30,https://photos.zillowstatic.com/p_e/IS2f8j4aavtzyw0000000000.jpg,2
1530 Rockledge Ct,Kalamazoo,MI,49006,Auction,"$66K-- bds · -- ba · -- sqft; 3 days on Zillow·1530 Rockledge Ct, Kalamazoo, MI",66,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.303000,-85.608000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",2
Sagebrush St # C22F2E,Kalamazoo,MI,49006,New Construction,"$177,900+3 bds · 2 ba · 1,743+ sqft; Allen Edwin Homes·Classics 1750 Plan, Prairieview Farms",177900,4 photos,4,https://photos.zillowstatic.com/p_e/ISq5p0qlr85we91000000000.jpg,2
1427 Clinton Ave,Kalamazoo,MI,49001,House For Sale,"$56,9003 bds · 1 ba · 1,510 sqft; 9 days on Zillow·1427 Clinton Ave, Kalamazoo, MI",569003,20 photos,20,https://photos.zillowstatic.com/p_e/ISalmswn4gqkpl1000000000.jpg,2
Sagebrush St # 6JRDP9,Kalamazoo,MI,49006,New Construction,"$245,900+4 bds · 3 ba · 2,637+ sqft; Allen Edwin Homes·Traditions 2600 Plan, Prairieview Farms",245900,5 photos,5,https://photos.zillowstatic.com/p_e/ISap56jy66jobp0000000000.jpg,2
Sagebrush St # IEF6UZ,Kalamazoo,MI,49006,New Construction,"$204,900+3 bds · 3 ba · 2,075+ sqft; Allen Edwin Homes·Elements 2070 Plan, Prairieview Farms",204900,5 photos,5,https://photos.zillowstatic.com/p_e/ISmy4hu3garoh21000000000.jpg,2
Sagebrush St # SUBMGH,Kalamazoo,MI,49006,New Construction,"$195,900+3 bds · 3 ba · 1,870+ sqft; Allen Edwin Homes·Elements 1870 Plan, Prairieview Farms",195900,6 photos,6,https://photos.zillowstatic.com/p_e/IS2zng4nmcez221000000000.jpg,2
Sagebrush St # UCEAUK,Kalamazoo,MI,49006,New Construction,"$197,900+3 bds · 2 ba · 1,600+ sqft; Allen Edwin Homes·Elements 1600 Plan, Prairieview Farms",197900,4 photos,4,https://photos.zillowstatic.com/p_e/ISusl4mgi462321000000000.jpg,2
1514 Egleston Ave,Kalamazoo,MI,49001,House For Sale,"$14,9003 bds · 1 ba · 1,298 sqft; 26 days on Zillow·1514 Egleston Ave, Kalamazoo, MI; Gold Star Realty LLC",149003,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.276000,-85.562000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",2
Egleston Ave,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 277 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.276000,-85.562000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",2
724 Elizabeth St,Kalamazoo,MI,49007,House For Sale,"$19,5003 bds · 2 ba · 1,341 sqft; 21 days on Zillow·724 Elizabeth St, Kalamazoo, MI; O'Brien Real Estate",195003,10 photos,10,https://photos.zillowstatic.com/p_e/ISuk3tmk24nr5k0000000000.jpg,2
